,x,y,mag275,uncert275,chi275,snr275,sharpness275,roundness275,crowding275,mag336,uncert336,chi336,snr336,sharpness336,roundness336,crowding336,field,RA,dec,QF1,Foreground
22996,1443.65,3320.68,27.303,0.809,1.56,1.3,-0.034,0.544,0.04,25.913,0.228,1.16,4.8,-0.118,-0.004,0.024,8,308.7569834760226,60.1649216763941,0,0
22997,150.39,21.67,25.354,0.246,1.04,4.4,-0.178,0.738,0.61,26.985,0.566,1.08,1.9,-0.435,2.274,0.957,8,308.83476422938014,60.16010931143477,0,0
22998,3393.6,412.53,26.255,0.316,1.23,3.4,-0.184,1.357,0.02,26.107,0.265,1.07,4.1,-0.067,-0.023,0.024,8,308.79294692826153,60.13079788227935,0,0
22999,3547.73,688.5,27.484,0.788,1.09,1.4,0.378,-0.462,0.932,26.094,0.297,1.39,3.7,-0.03,0.537,0.783,8,308.7859622861399,60.130755709094224,0,0
23000,2606.1,2917.11,26.27,0.328,1.2,3.3,0.123,0.016,0.502,26.057,0.296,1.58,3.7,-0.07,0.255,0.071,8,308.7525792625417,60.15155784894594,0,0
23001,918.94,270.94,26.371,0.35,1.18,3.1,-0.395,0.169,1.326,25.963,0.235,0.86,4.6,-0.741,0.397,1.479,8,308.82180422505024,60.15398760610302,0,0
23002,1033.3,3140.92,28.208,2.155,0.98,0.5,1.636,0.796,0.816,27.744,0.895,0.98,1.2,0.209,1.32,0.039,8,308.764806052529,60.16794894852097,0,0
23003,101.43,2167.7,25.688,0.284,1.63,3.8,-0.019,0.345,0.72,26.289,0.361,1.49,3.0,-0.186,3.256,1.047,8,308.7935638495298,60.17185607719805,0,0
23004,1569.11,834.24,26.101,0.219,1.19,5.0,-0.05,0.064,0.081,26.665,0.607,1.22,1.8,-0.295,2.408,0.092,8,308.8039963236477,60.15065881233988,0,0
23005,3610.45,1815.75,25.803,0.191,1.37,5.7,-0.007,0.208,0.008,26.064,0.211,1.18,5.2,-0.08,0.223,0.008,8,308.7634030197953,60.13606398172291,1,0
23006,1355.11,3510.13,25.83,0.333,1.3,3.3,0.077,0.029,0.234,26.467,0.354,0.92,3.1,-0.198,0.341,0.392,8,308.7542323206599,60.16677191681941,0,0
23007,1013.58,131.17,26.017,0.224,1.27,4.8,0.043,-0.077,0.422,25.826,0.187,1.14,5.8,-0.104,0.808,0.655,8,308.8235208409875,60.15233802446786,1,0
23008,3075.77,3787.59,26.193,0.306,1.46,3.5,0.21,0.643,0.037,25.819,0.176,1.25,6.2,-0.01,-0.087,0.032,8,308.7307079326299,60.151576503295935,0,0
23009,1529.54,1483.22,26.624,0.404,1.16,2.7,0.142,2.48,0.273,26.113,0.23,1.09,4.7,-0.109,0.176,0.31,8,308.79180152837097,60.15444914095683,0,0
23010,3029.86,2825.91,27.872,1.529,1.52,0.7,-0.122,0.164,0.055,25.582,0.182,1.45,6.0,-0.282,0.267,0.162,8,308.749887703811,60.14697937544429,0,0
23011,4061.56,2552.46,26.33,0.532,1.71,2.0,-0.361,1.957,0.172,26.104,0.328,1.31,3.3,-0.211,-0.094,0.421,8,308.7443369405086,60.13556270660797,0,0
23012,114.44,1200.49,29.089,3.83,1.37,0.3,-3.66,0.431,0.0,25.949,0.634,1.77,1.7,-0.194,-0.252,0.0,8,308.8122320201407,60.16665100550049,0,0
23013,1202.39,2008.94,26.383,0.348,1.41,3.1,0.1,0.864,0.024,26.286,0.276,1.14,3.9,-0.035,0.277,0.021,8,308.7850334500527,60.160373295477626,0,0
23014,232.1,3055.66,25.651,0.218,1.11,5.0,0.056,0.959,0.062,26.138,0.2,1.1,5.4,0.245,0.218,0.071,8,308.7749153514912,60.17525271807725,1,0
23015,2029.17,953.64,26.475,0.367,1.13,3.0,0.0,2.165,0.031,26.445,0.255,0.91,4.3,-0.109,0.272,0.068,8,308.796822773044,60.146836122219966,0,0
23016,3511.68,238.12,27.724,1.098,1.34,1.0,-0.199,0.838,0.52,25.833,0.199,1.04,5.5,-0.266,0.118,0.268,8,308.7950894120853,60.12874008486124,0,0
23017,1317.13,3560.32,27.426,0.747,1.18,1.5,-0.021,0.179,0.239,26.024,0.19,1.04,5.7,-0.126,0.367,0.053,8,308.75365652374984,60.167402606681726,0,0
23018,3959.29,3532.23,26.22,0.497,1.12,2.2,0.34,-0.944,1.057,25.832,0.254,1.09,4.3,0.276,-0.51,1.161,8,308.7263710221314,60.14168789180104,0,0
23019,316.58,3400.34,25.828,0.642,1.24,1.7,-0.029,0.336,1.12,28.119,1.57,1.14,0.7,1.341,0.516,1.352,8,308.76731940979676,60.17624389785996,0,0
23020,754.33,1122.28,26.432,0.257,1.15,4.2,0.02,1.106,0.056,26.007,0.187,0.84,5.8,-0.279,0.126,0.001,8,308.80699698625824,60.160051711242225,1,0
23021,2681.74,2998.86,26.093,0.295,1.46,3.7,0.397,1.398,0.111,25.243,0.234,1.27,4.6,0.107,-0.343,0.012,8,308.7501930380602,60.151254657863646,0,0
23022,3273.52,2860.75,26.58,0.416,1.23,2.6,-0.123,1.993,0.547,25.993,0.294,1.55,3.7,-0.245,-0.124,0.624,8,308.7466439300459,60.1448043851032,0,0
23023,69.17,413.11,26.729,0.425,1.27,2.6,-0.225,-0.586,0.0,26.046,0.187,1.06,5.8,0.041,0.736,0.001,8,308.828014925006,60.16295192052362,0,0
23024,3029.75,298.96,26.179,0.271,1.32,4.0,0.406,0.63,0.176,25.822,0.168,1.04,6.4,0.258,0.608,0.11,8,308.7989887924701,60.13372085191763,0,0
23025,4133.79,3638.06,25.405,0.375,1.6,2.9,0.347,1.896,0.0,27.227,0.81,1.06,1.3,0.407,-2.782,0.0,8,308.7224772214773,60.14055363060042,0,0
23026,3838.99,3766.86,25.591,0.426,1.08,2.6,-0.403,0.19,0.051,26.112,0.202,0.95,5.4,0.267,0.619,0.138,8,308.7230760431079,60.14408160614642,0,0
23027,1108.65,3809.99,27.177,0.656,0.9,1.7,0.736,2.359,0.172,26.263,0.251,1.12,4.3,-0.071,0.195,0.315,8,308.7509979777996,60.1707290839135,0,0
23028,1539.8,1325.31,25.987,0.276,1.33,3.9,0.226,0.427,0.092,26.053,0.259,1.39,4.2,-0.211,0.602,0.102,8,308.7947623630383,60.15352086907436,0,0
23029,993.38,2351.97,26.727,0.466,1.36,2.3,-0.014,-0.463,0.005,26.067,0.343,1.49,3.2,0.315,1.762,0.007,8,308.780569009596,60.164195509021816,0,0
23030,1232.91,3700.94,26.343,0.262,1.06,4.1,0.158,1.421,0.264,25.88,0.176,0.96,6.2,0.106,0.294,0.257,8,308.75180923519196,60.16895491947572,1,0
23031,1214.34,2582.15,26.504,0.385,1.47,2.8,-0.142,0.34,0.039,25.655,0.206,1.45,5.3,0.12,1.164,0.019,8,308.7737628216054,60.16326589969328,0,0
23032,3550.46,3170.4,26.614,0.334,1.19,3.3,-0.034,0.931,0.005,25.671,0.153,1.17,7.1,-0.009,0.352,0.003,8,308.73770849575413,60.143747913846894,0,0
23033,531.27,2300.34,27.202,0.677,1.33,1.6,0.293,0.118,0.64,25.862,0.199,1.14,5.5,-0.299,0.091,0.658,8,308.786448305706,60.16839463999741,0,0
23034,2131.93,789.91,25.933,0.196,1.19,5.5,-0.011,0.555,0.012,25.976,0.2,1.18,5.4,-0.181,0.103,0.014,8,308.7989201488668,60.14498251676095,1,0
23035,1711.25,882.5,26.156,0.376,1.04,2.9,0.285,3.632,0.318,25.777,0.26,1.42,4.2,0.046,0.702,0.138,8,308.801558866452,60.149537504446236,0,0
23036,1887.93,921.99,26.903,0.512,1.28,2.1,0.177,0.924,0.795,25.957,0.227,1.16,4.8,-0.107,0.237,0.69,8,308.79892762400544,60.14803602938849,0,0
23037,1375.97,3526.9,26.92,0.44,1.1,2.5,0.274,1.287,0.355,25.701,0.177,1.05,6.1,0.07,0.245,0.537,8,308.7536862549457,60.16665802978911,0,0
23038,1598.34,944.89,26.485,0.395,1.38,2.7,0.017,0.288,0.861,25.674,0.173,1.1,6.3,0.016,0.111,0.53,8,308.8015377499137,60.150957176648305,0,0
23039,1781.9,1168.46,26.11,0.273,1.23,4.0,0.325,1.781,0.96,26.033,0.347,1.71,3.1,0.636,0.536,0.975,8,308.7952566754122,60.1503556841753,0,0
23040,2103.43,3161.76,26.068,0.247,1.21,4.4,-0.245,-0.02,0.888,26.427,0.351,1.15,3.1,0.031,0.332,1.096,8,308.75311956355966,60.15770450816493,0,0
23041,1126.22,2890.08,26.927,0.501,1.28,2.2,0.23,3.129,0.389,25.713,0.177,1.28,6.1,-0.078,0.413,0.359,8,308.76870435017514,60.16573404158438,0,0
23042,1884.39,925.71,25.903,0.278,1.24,3.9,-0.058,0.13,1.367,26.629,0.538,1.23,2.0,0.054,0.079,1.921,8,308.79889268334335,60.148089801614915,0,0
23043,1623.39,3257.47,26.838,0.511,1.07,2.1,-0.802,0.611,1.315,25.548,0.299,1.53,3.6,-0.076,0.082,0.882,8,308.75631799352965,60.16285110364663,0,0
23044,4167.63,3631.62,25.294,0.311,1.33,3.5,0.097,0.974,0.185,27.584,1.35,1.22,0.8,0.898,1.325,0.09,8,308.7222462768369,60.14019237952772,0,0
23045,3541.8,2579.96,25.554,0.219,1.36,5.0,0.064,0.141,0.082,26.151,0.257,1.23,4.2,-0.358,0.416,0.271,8,308.7492758164069,60.140736190182096,1,0
23046,3724.19,323.12,28.836,2.378,1.26,0.5,1.164,1.431,0.56,26.487,0.293,1.02,3.7,0.093,0.076,0.184,8,308.7911986714399,60.12713083114728,0,0
23047,940.37,223.28,27.904,1.176,1.19,0.9,0.098,0.841,1.056,26.137,0.315,0.99,3.4,-0.124,0.408,0.767,8,308.8225040479929,60.15352995588697,0,0
23048,3058.38,4347.82,25.757,0.49,1.36,2.2,-0.608,0.309,0.193,25.905,0.346,0.95,3.1,0.454,0.952,0.027,8,308.71999686013356,60.15468045137925,0,0
23049,448.13,1399.94,26.917,0.614,1.34,1.8,-0.44,0.694,0.496,26.299,0.361,1.5,3.0,-0.199,-0.058,0.948,8,308.8048318228778,60.16447135864699,0,0
23050,3679.83,319.37,26.518,0.298,1.1,3.6,-0.113,0.568,0.05,25.812,0.194,1.16,5.6,0.09,0.468,0.013,8,308.7917390560966,60.127540222819924,0,0
23051,1534.05,1235.17,28.503,1.6,1.04,0.7,0.684,1.717,0.061,25.246,0.28,0.74,3.9,0.168,-0.17,0.022,8,308.79657487482996,60.153103215735314,0,0
23052,2041.38,2862.25,27.218,0.879,1.47,1.2,-0.52,0.216,0.785,27.157,1.023,1.4,1.1,-0.193,0.151,0.539,8,308.7595970136223,60.156734052011,0,0
23053,3517.35,624.88,26.401,0.29,1.22,3.7,-0.013,1.506,0.116,26.746,0.463,1.01,2.3,0.165,0.214,0.241,8,308.7875181684726,60.13071562948522,0,0
23054,3562.43,371.32,25.863,0.233,1.23,4.7,-0.02,0.335,0.357,26.263,0.271,1.11,4.0,0.14,-0.036,1.057,8,308.7919676131294,60.12894851514504,0,0
23055,1226.97,1532.16,26.23,0.228,1.17,4.8,0.086,0.093,0.048,25.797,0.197,1.33,5.5,0.305,-0.098,0.055,8,308.7940423248053,60.15763269074653,1,0
23056,1354.06,1954.78,27.481,0.968,1.42,1.1,0.361,0.274,0.927,25.759,0.274,1.46,4.0,0.053,0.884,0.51,8,308.78448644708453,60.15862189122224,0,0
23057,1022.53,1765.6,25.657,0.217,1.67,5.0,0.234,-0.157,0.005,26.072,0.229,1.09,4.7,0.289,0.73,0.009,8,308.79166154134316,60.16083569498413,1,0
23058,3548.62,2976.06,25.74,0.207,1.36,5.2,0.006,0.142,0.183,26.458,0.324,1.24,3.4,0.013,0.429,0.417,8,308.7415054082625,60.142746956151505,0,0
23059,558.69,901.32,26.011,0.197,1.19,5.5,-0.005,0.317,0.001,25.831,0.159,1.09,6.8,0.173,0.035,0.006,8,308.8133569306245,60.16078318258845,1,0
23060,1508.73,607.07,26.057,0.306,1.51,3.5,0.161,0.311,0.855,26.253,0.317,1.3,3.4,0.358,0.834,1.264,8,308.809047656407,60.15004968474779,0,0
23061,3878.0,4414.5,25.432,0.426,1.83,2.6,0.365,0.074,0.154,26.354,0.697,1.72,1.6,0.573,1.74,0.057,8,308.7100735518632,60.14709689679451,0,0
23062,3314.69,409.95,25.951,0.237,1.29,4.6,-0.028,-0.267,0.282,25.79,0.184,1.16,5.9,0.018,0.749,0.473,8,308.793828898757,60.131547593137256,1,0
23063,988.62,2852.58,26.662,0.644,1.37,1.7,0.001,-0.343,0.42,25.969,0.241,1.29,4.5,0.275,0.925,0.563,8,308.7708847583865,60.16686848675623,0,0
23064,3181.47,2462.25,25.758,0.304,1.38,3.6,0.147,0.256,1.797,26.109,0.426,1.62,2.6,0.092,0.358,2.129,8,308.7553590046559,60.14360537845182,0,0
23065,251.78,2246.09,26.7,0.553,1.53,2.0,0.177,1.001,0.383,27.04,0.417,1.03,2.6,0.364,0.992,0.173,8,308.7904526241581,60.17081333744321,0,0
23066,2163.93,264.99,26.007,0.336,1.36,3.2,0.335,1.19,0.029,26.122,0.196,0.95,5.5,0.234,-0.384,0.026,8,308.8087805432343,60.141916366691255,0,0
23067,2266.26,993.39,25.946,0.193,1.16,5.6,0.045,1.373,0.005,25.788,0.226,1.15,4.8,0.173,-0.58,0.004,8,308.7935497975619,60.14475160559652,1,0
23068,2364.18,2873.1,26.143,0.556,1.76,2.0,0.201,1.319,0.201,26.672,0.327,1.09,3.3,0.008,0.573,0.064,8,308.75598403634166,60.15366776639143,0,0
23069,445.93,3853.75,26.259,0.366,1.16,3.0,0.336,1.073,0.825,25.829,0.251,1.1,4.3,0.118,0.013,0.731,8,308.7571344586218,60.1773707945311,0,0
23070,1198.07,1285.46,25.689,0.265,1.58,4.1,0.029,-0.14,0.021,26.298,0.277,1.27,3.9,0.086,0.262,0.04,8,308.7991423337784,60.15661691656137,0,0
23071,3732.92,2024.52,27.003,0.536,1.39,2.0,-0.087,1.954,0.114,25.627,0.165,1.15,6.6,0.019,0.374,0.004,8,308.75805650895006,60.135974127742486,0,0
23072,3511.25,270.4,26.68,0.346,0.96,3.1,0.125,0.808,0.182,26.448,0.34,1.03,3.2,0.201,0.556,0.304,8,308.7944670525241,60.12891372193126,0,0
23073,1795.43,1108.59,29.256,4.426,1.34,0.2,1.53,0.794,0.368,26.677,0.423,1.23,2.6,-0.883,0.385,0.158,8,308.7962773986491,60.14991047696104,0,0
23074,3447.15,959.82,26.67,0.409,1.41,2.7,-0.033,0.515,0.357,25.855,0.2,1.24,5.4,0.07,0.001,0.139,8,308.7817522011498,60.133152707166815,0,0
23075,689.79,965.92,26.355,0.26,1.11,4.2,0.024,0.309,0.358,26.361,0.276,1.19,3.9,-0.138,-0.001,0.48,8,308.81071735686686,60.15985464311677,0,0
23076,3268.95,1907.6,25.357,0.461,1.41,2.4,0.313,2.515,0.013,26.022,0.214,1.2,5.1,0.02,-0.077,0.032,8,308.76521619079966,60.139849750603815,0,0
23077,3539.48,3995.16,26.228,0.238,1.03,4.6,-0.01,-0.102,0.834,25.643,0.16,1.0,6.8,0.222,0.359,0.639,8,308.72178997353456,60.1481765126271,0,0
23078,3177.37,3988.66,28.81,2.948,1.11,0.4,0.437,0.712,0.174,26.483,0.26,0.93,4.2,0.149,0.401,0.013,8,308.72572844527457,60.151646959968495,0,0
23079,1390.26,975.93,25.618,0.15,1.12,7.2,0.203,0.542,0.572,26.465,0.333,1.21,3.3,-0.123,1.33,0.9,8,308.8031300499363,60.15313268204181,0,0
23080,4130.64,4420.16,25.892,0.315,0.98,3.4,0.223,0.255,0.466,25.839,0.259,0.93,4.2,0.329,0.408,0.016,8,308.70730529616776,60.14468118619703,0,0
23081,3259.97,1039.12,25.902,0.274,1.08,4.0,-0.257,0.331,0.17,26.119,0.273,1.41,4.0,-0.27,0.283,0.311,8,308.78218453237776,60.13537956909263,0,0
23082,4088.54,226.37,26.691,0.953,1.47,1.1,-0.302,-0.277,0.011,26.079,0.24,1.1,4.5,-0.188,0.486,0.054,8,308.78923756361263,60.12309867222641,0,0
23083,355.56,3675.38,25.537,0.219,1.16,5.0,0.04,0.428,0.698,26.02,0.249,1.22,4.4,0.308,0.182,1.168,8,308.76155771578755,60.17730958058548,0,0
23084,3064.11,4285.2,27.531,0.87,1.2,1.2,0.103,0.369,0.43,25.53,0.187,1.08,5.8,-0.076,0.004,0.603,8,308.72115433457475,60.154296904977436,0,0
23085,1307.9,2815.85,27.056,0.637,1.02,1.7,-0.099,1.228,0.851,25.94,0.424,1.26,2.6,0.17,0.276,0.964,8,308.7682319426903,60.16358694436123,0,0
23086,163.83,15.31,27.69,1.642,1.02,0.7,-2.476,-0.434,2.038,26.38,0.366,1.26,3.0,-0.054,0.591,0.106,8,308.8347458489813,60.159945928630414,0,0
23087,2905.74,2619.35,26.229,0.307,1.59,3.5,-0.246,0.311,0.009,27.601,0.809,1.26,1.3,0.349,1.783,0.003,8,308.75521040867335,60.14709711349493,0,0
23088,1591.32,3579.17,24.997,0.416,1.71,2.6,-0.062,0.98,0.545,28.1,1.291,1.09,0.8,0.198,0.872,1.659,8,308.7503996836116,60.164848455577264,0,0
23089,1366.24,781.83,25.802,0.157,1.13,6.9,-0.187,0.064,0.074,26.06,0.23,1.29,4.7,0.035,0.543,0.072,8,308.8071554470176,60.1523456250999,1,0
23090,1351.95,2016.86,25.568,0.192,1.17,5.7,-0.008,-0.192,0.136,26.026,0.222,1.05,4.9,0.032,0.758,0.544,8,308.7833018740551,60.15896813822586,1,0
23091,1380.2,2293.36,26.876,0.639,1.5,1.7,-0.188,0.549,0.577,26.177,0.256,1.21,4.2,0.036,0.18,0.42,8,308.777628506049,60.16014597550656,0,0
23092,2946.11,3180.44,26.872,0.445,1.32,2.4,-0.028,0.536,0.068,26.063,0.229,1.2,4.7,0.027,0.162,0.044,8,308.74387797695863,60.14964863931637,0,0
23093,2921.96,3990.39,27.076,0.765,1.23,1.4,-0.003,1.395,0.478,26.044,0.196,1.04,5.5,0.194,0.905,0.27,8,308.72838410435213,60.15412782104363,0,0
23094,2453.43,2562.4,26.934,0.633,0.98,1.7,0.039,0.585,0.071,26.274,0.243,1.21,4.5,-0.091,0.318,0.016,8,308.7610835434044,60.1511746467621,0,0
23095,1806.69,1201.51,26.998,0.612,1.46,1.8,0.361,1.049,0.055,26.005,0.207,1.24,5.2,-0.048,-0.182,0.055,8,308.79435291342,60.15028942680362,0,0
23096,3385.09,2325.13,27.723,1.279,1.28,0.8,1.536,6.566,0.018,25.458,0.368,1.74,2.9,0.124,-0.378,0.015,8,308.75587887884325,60.14091612790945,0,0
23097,3311.48,384.29,25.858,0.186,1.12,5.8,-0.009,0.418,0.232,26.148,0.21,0.98,5.2,0.15,0.229,0.294,8,308.7943611114819,60.13144392288193,1,0
23098,43.86,3934.69,26.254,0.506,1.29,2.1,-0.14,2.82,0.16,25.765,0.393,1.58,2.8,0.198,-0.102,0.209,8,308.759800358525,60.181685451075175,0,0
23099,73.03,4025.03,25.64,0.223,1.1,4.9,0.129,1.176,0.102,25.993,0.319,0.88,3.4,0.057,-0.233,0.084,8,308.75773488235757,60.18187705525581,0,0
23100,480.68,432.7,26.641,0.321,1.15,3.4,0.606,1.164,0.294,25.843,0.157,0.96,6.9,0.097,-0.025,0.18,8,308.82328825948673,60.1590755920494,0,0
23101,994.83,2073.29,27.162,3.101,1.74,0.4,0.443,9.229,1.236,26.803,0.493,1.45,2.2,-0.126,-0.306,0.323,8,308.78597202185637,60.1627188132183,0,0
23102,1455.4,1851.19,27.379,0.985,1.25,1.1,-0.096,0.036,0.053,26.5,0.415,1.48,2.6,0.377,0.862,0.023,8,308.78543121939606,60.15709788913015,0,0
23103,3599.64,266.44,27.261,0.587,1.19,1.8,0.018,1.33,0.03,25.989,0.196,1.18,5.6,-0.151,0.689,0.024,8,308.7936122178318,60.128037984842955,0,0
23104,562.32,4029.09,26.334,0.661,1.22,1.6,-0.854,0.1,0.044,25.951,0.197,1.0,5.5,0.007,0.535,0.042,8,308.7524957633147,60.177164209208854,0,0
23105,1412.83,3770.96,26.065,0.227,1.12,4.8,0.174,1.623,0.021,26.057,0.23,1.18,4.7,0.278,0.166,0.039,8,308.74855073222005,60.16758119296872,1,0
23106,1560.23,3270.69,27.556,0.984,1.31,1.1,2.229,3.626,0.014,25.944,0.232,1.38,4.7,-0.089,0.205,0.002,8,308.7567266957587,60.16353153716746,0,0
23107,3180.02,2828.4,27.44,0.938,1.2,1.2,-0.065,0.539,1.858,25.773,0.295,1.27,3.7,-0.119,-0.125,1.365,8,308.7482575623953,60.14553948255915,0,0
23108,2513.45,488.34,26.968,0.449,1.18,2.4,-0.517,1.344,0.023,25.852,0.164,1.02,6.6,-0.316,-0.024,0.019,8,308.80075490377084,60.139708924230355,0,0
23109,1337.17,409.42,26.043,0.269,1.55,4.0,-0.032,0.568,0.025,25.724,0.193,1.35,5.6,0.061,0.284,0.018,8,308.81469864120805,60.15067063852467,0,0
23110,1144.7,370.6,27.004,0.523,1.1,2.1,-0.039,5.288,1.66,25.908,0.194,1.03,5.6,-0.02,0.898,0.987,8,308.81748447080884,60.152328019089644,0,0
23111,3793.96,3781.68,27.672,1.509,1.37,0.7,0.495,0.906,0.121,26.001,0.198,1.18,5.5,0.037,0.299,0.005,8,308.72326188848456,60.144595062531955,0,0
23112,1436.3,1430.19,27.758,1.084,1.32,1.0,1.176,2.248,0.41,25.75,0.287,1.64,3.8,0.032,0.518,0.36,8,308.79381584088696,60.155072602690446,0,0
23113,352.97,3483.32,27.053,0.437,1.02,2.5,0.095,0.928,0.572,25.914,0.182,1.11,6.0,-0.148,0.158,0.282,8,308.7653213382034,60.17632715749703,0,0
23114,3210.81,2837.8,26.679,0.522,1.54,2.1,0.725,1.177,0.57,26.001,0.226,1.2,4.8,0.082,0.283,0.601,8,308.7477505331621,60.145290843609956,0,0
23115,2675.96,669.45,26.92,0.543,1.44,2.0,0.581,0.029,0.018,25.803,0.177,1.03,6.1,0.093,0.161,0.005,8,308.7955228108877,60.139088070957136,0,0
23116,3904.5,1959.93,27.447,0.689,1.28,1.6,1.18,0.437,0.016,26.621,0.489,0.72,2.2,-0.049,-0.93,0.008,8,308.75750430007116,60.13397527351056,0,0
23117,3470.28,932.35,26.602,0.339,1.27,3.2,0.095,0.226,0.115,26.204,0.268,1.43,4.0,0.355,0.276,0.023,8,308.78204203543805,60.13278478893882,0,0
23118,1964.66,965.6,28.615,1.996,1.21,0.5,-0.375,4.236,0.071,25.517,0.175,1.44,6.2,-0.082,0.042,0.095,8,308.79727083767756,60.14752287260919,0,0
23119,1574.98,3253.07,26.031,0.249,1.36,4.4,0.144,-0.147,0.069,26.113,0.355,1.23,3.1,-0.248,0.347,0.15,8,308.75691386431276,60.16329641370452,0,0
23120,1156.7,3557.13,29.287,4.34,1.36,0.3,-0.226,0.696,0.335,27.206,1.887,1.38,0.6,-2.871,-0.062,0.945,8,308.75540987626033,60.16893812956051,0,0
23121,125.69,1554.58,26.523,0.32,1.37,3.4,0.072,0.752,0.0,25.903,0.345,1.95,3.1,0.344,0.112,0.0,8,308.8052293429074,60.168401987498235,0,0
23122,3333.34,2807.07,25.425,0.242,1.27,4.5,-0.028,0.763,0.097,26.408,0.282,1.1,3.9,0.058,0.112,0.431,8,308.7470572728508,60.14394409923799,0,0
23123,946.43,2910.07,27.403,0.792,1.05,1.4,1.053,2.667,0.007,26.071,0.282,1.41,3.8,0.103,-0.154,0.005,8,308.77021171629934,60.167578278333536,0,0
23124,2430.0,2772.87,26.887,0.521,1.07,2.1,0.45,0.52,0.14,26.501,0.359,1.41,3.0,-0.392,0.107,0.114,8,308.7572389777007,60.15250525878694,0,0
23125,86.47,85.41,25.922,0.401,1.2,2.7,0.421,0.526,0.162,26.385,0.25,0.95,4.3,0.113,-0.22,0.304,8,308.83420079214295,60.1610623891817,0,0
23126,3506.0,1777.84,27.03,0.707,1.29,1.5,-0.195,2.358,0.082,26.655,0.408,1.33,2.7,-0.142,-0.092,0.011,8,308.7652399909789,60.13687564642454,0,0
23127,1582.3,1103.19,26.839,0.459,1.37,2.4,-0.519,0.718,0.294,25.798,0.216,1.35,5.0,-0.085,0.166,0.219,8,308.79863073795985,60.15194355203941,0,0
23128,3611.27,1856.87,25.585,0.175,1.15,6.2,-0.171,0.51,0.76,26.16,0.277,1.27,3.9,0.215,0.649,0.941,8,308.7625954254192,60.1362717471307,0,0
23129,977.16,428.58,26.407,1.03,2.0,1.1,-0.024,1.535,0.004,28.229,1.237,1.08,0.9,0.981,-0.052,0.01,8,308.818126430027,60.15425282725895,0,0
23130,4157.88,3985.62,27.589,1.709,1.22,0.6,-0.018,0.062,0.01,25.814,0.533,1.93,2.0,0.282,0.357,0.042,8,308.715467170806,60.14214139531555,0,0
23131,1159.68,2017.58,25.863,0.243,1.64,4.5,-0.036,0.358,0.026,27.386,0.785,1.2,1.4,-0.784,2.392,0.041,8,308.7853160264072,60.1608317853137,0,0
23132,3923.73,348.37,25.888,0.225,0.96,4.8,-0.033,0.968,1.078,26.529,0.367,1.15,3.0,-0.199,0.693,1.339,8,308.7886053128623,60.12533327857663,0,0
23133,4168.63,3217.17,25.341,0.431,1.53,2.5,0.615,0.762,0.546,28.884,3.983,1.13,0.3,-4.261,0.096,0.773,8,308.7302916032425,60.13801089496096,0,0
23134,3011.57,356.24,26.164,0.279,1.35,3.9,0.136,0.239,0.042,26.114,0.28,1.23,3.9,0.098,1.046,0.07,8,308.7980679448028,60.13419745589092,0,0
23135,1251.89,2817.71,26.868,0.813,1.22,1.3,0.234,2.823,0.049,25.997,0.461,1.42,2.4,0.568,-0.167,0.115,8,308.7687864034877,60.16413856943336,0,0
23136,17.4,843.83,25.554,0.233,1.05,4.7,-0.431,0.88,0.468,29.328,6.624,1.26,0.2,-3.103,0.302,1.963,8,308.82018990024176,60.16571577480113,0,0
23137,927.72,3753.98,26.144,0.258,1.3,4.2,-0.306,-0.043,0.062,26.121,0.24,1.03,4.5,0.083,-0.339,0.047,8,308.7539950139157,60.172185995242856,1,0
23138,1225.11,3612.76,25.607,0.363,1.06,3.0,-0.231,0.403,0.02,26.285,0.242,0.95,4.5,-0.124,0.347,0.055,8,308.753606632362,60.16856796657718,0,0
23139,2012.59,2840.81,26.008,0.269,1.37,4.0,-0.204,0.813,0.625,27.662,1.78,1.62,0.6,1.374,0.083,1.171,8,308.7603173169248,60.15690014342245,0,0
23140,1397.5,3581.79,25.698,0.274,1.23,4.0,-0.068,0.417,0.085,26.022,0.191,1.08,5.7,0.063,0.62,0.005,8,308.7523917148391,60.16673756267412,0,0
23141,638.75,1477.41,26.655,0.37,1.3,2.9,0.261,-0.119,0.04,25.581,0.18,1.41,6.0,-0.054,0.524,0.003,8,308.80131379092,60.16303456664745,0,0
23142,1724.81,3211.18,25.936,0.312,1.33,3.5,-0.267,0.483,0.615,26.245,0.26,1.06,4.2,-0.277,0.881,0.609,8,308.75614910408717,60.161627047896445,0,0
23143,3519.22,2873.47,26.068,0.327,1.46,3.3,0.514,0.905,0.018,25.331,0.243,1.42,4.5,0.018,0.057,0.018,8,308.7438090428857,60.14249360588372,0,0
23144,1014.45,265.47,27.854,1.03,1.16,1.1,0.197,1.782,0.073,27.467,0.852,1.12,1.3,-0.477,0.014,0.078,8,308.8209021845869,60.15303525904665,0,0
23145,2450.59,613.69,26.799,0.44,1.28,2.5,-0.263,0.117,0.389,25.885,0.217,1.35,5.0,-0.255,0.23,0.392,8,308.7989827673351,60.14097511635335,0,0
23146,161.68,4074.8,26.211,0.358,1.21,3.0,0.185,0.645,0.048,25.87,0.189,0.88,5.7,-0.194,0.183,0.118,8,308.75583145360116,60.18128035939747,0,0
